City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind,Country,Description
332,Provideniya,64.3833,-173.3,48.54,99,100,9.57,RU,light rain
333,San Carlos De Bariloche,-41.1456,-71.3082,55.15,41,0,3.44,AR,clear sky
334,Mombetsu,44.3525,143.3525,70.86,95,28,2.98,JP,scattered clouds
335,Praia,14.9215,-23.5087,77.54,88,75,12.66,CV,broken clouds
336,Sabha,27.0377,14.4283,102.81,7,0,8.99,LY,clear sky
337,Batagay-Alyta,67.8006,130.4114,54.61,48,46,5.55,RU,scattered clouds
338,Rio Rancho,35.2334,-106.6645,83.88,47,1,1.01,US,clear sky
339,Byron Bay,-28.65,153.6167,59.88,50,28,13.94,AU,scattered clouds
340,Sobolevo,54.4299,31.8996,63.68,61,69,7.87,RU,broken clouds
341,Chambas,22.1928,-78.9136,91.02,49,99,8.72,CU,overcast clouds
342,Asau,46.4333,26.4,70.39,72,87,3.58,RO,overcast clouds
343,Ust-Kuyga,70.0167,135.6,50.49,53,60,4.5,RU,broken clouds
344,Zyryanka,65.75,150.85,39.74,72,55,11.5,RU,broken clouds
345,Nsanje,-16.92,35.262,67.59,53,3,5.32,MW,clear sky
346,Wagar,16.1525,36.2032,83.62,62,85,15.43,SD,overcast clouds
347,Tottori,35.5,134.2333,76.71,86,67,8.19,JP,broken clouds
348,Port Macquarie,-31.4333,152.9167,55.36,53,0,12.12,AU,clear sky
349,Taoudenni,22.6783,-3.9836,110.07,14,13,9.98,ML,few clouds
350,Otjimbingwe,-22.35,16.1333,73.94,22,1,6.51,NA,clear sky
351,Lishu,43.3047,124.3278,64.53,91,80,5.99,CN,broken clouds
352,Cayenne,4.9333,-52.3333,89.64,75,75,5.01,GF,broken clouds
353,Dikson,73.5069,80.5464,49.59,82,100,6.69,RU,overcast clouds
354,Camacha,33.0833,-16.3333,71.02,64,20,14.97,PT,few clouds
355,Sao Raimundo Das Mangabeiras,-7.0219,-45.4811,95.7,21,8,5.82,BR,clear sky
356,Belyy Yar,53.6039,91.3903,62.49,88,20,4.47,RU,few clouds
357,Oktyabrskoye,43.0645,44.7417,78.35,65,20,2.24,RU,few clouds
358,Oschersleben,52.0333,11.25,68.94,58,99,4.88,DE,overcast clouds
359,Pringsewu,-5.3582,104.9744,74.07,97,62,3.83,ID,broken clouds
360,Ucluelet,48.9329,-125.5528,75.09,66,2,6.53,CA,clear sky
361,Ostrovnoy,68.0531,39.5131,54.1,98,100,20.83,RU,overcast clouds
362,Posse,-14.0931,-46.3694,85.59,21,5,5.97,BR,clear sky
363,Komsomolskiy,40.4272,71.7189,83.12,42,99,6.91,UZ,overcast clouds
364,Moram,17.8,76.4667,75.72,79,100,18.54,IN,overcast clouds
365,Farafangana,-22.8167,47.8333,67.08,82,26,10.78,MG,light rain
366,Sterling,39.0062,-77.4286,80.89,62,1,1.99,US,clear sky
367,Artyom,40.4723,50.333,80.74,62,85,5.41,AZ,overcast clouds
368,Victoria,22.2855,114.1577,84.33,88,69,1.99,HK,broken clouds
369,Lasa,46.6166,10.7002,63.34,85,100,2.91,IT,overcast clouds
370,Speightstown,13.25,-59.65,86.61,65,13,9.4,BB,few clouds
371,Rondonopolis,-16.4708,-54.6356,94.8,17,79,1.39,BR,broken clouds
372,Dakar,14.6937,-17.4441,77.88,84,100,9.86,SN,overcast clouds
373,Quatre Cocos,-20.2078,57.7625,66.09,60,0,12.15,MU,clear sky
374,Vercheres,45.7834,-73.3492,80.35,65,6,17.83,CA,clear sky
375,Nanakuli,21.3906,-158.1547,76.95,73,90,6.91,US,light rain
376,Musafirkhana,26.3667,81.8,81.34,79,62,7.4,IN,broken clouds
377,Mkuranga,-7.118,39.2078,72.18,80,59,6.78,TZ,broken clouds
378,Kovdor,67.5662,30.4758,42.82,96,100,19.39,RU,light rain
379,Lethem,3.3803,-59.7968,78.87,80,92,4.76,GY,overcast clouds
380,Davila,18.4726,120.5763,80.89,89,100,26.11,PH,heavy intensity rain
381,Kharakvasla,18.4333,73.7667,72.41,93,100,8.63,IN,overcast clouds
382,Monroe,43.1501,-77.6831,77.99,54,40,6.91,US,scattered clouds
383,Banyo,6.75,11.8167,68.85,94,96,2.1,CM,moderate rain
384,Gambela,8.25,34.5833,74.01,84,98,3.11,ET,overcast clouds
385,Saint-Leu,-21.15,55.2833,65.68,64,1,8.9,RE,clear sky
386,Semenyih,2.9516,101.843,82.18,86,71,1.23,MY,broken clouds
387,Wilmington,34.2257,-77.9447,79.93,90,90,8.05,US,light rain
388,Honiara,-9.4333,159.95,75.29,87,39,4.97,SB,scattered clouds
389,Ughelli,5.4899,6.0074,78.39,85,99,4.45,NG,moderate rain
390,Cabedelo,-6.9811,-34.8339,83.07,73,57,16.33,BR,broken clouds
391,Usinsk,65.9939,57.5281,64.38,75,71,10.71,RU,broken clouds
392,Labuhan,-6.8844,112.2051,76.82,88,47,6.06,ID,scattered clouds
393,Melo,-32.3667,-54.1833,62.02,61,3,3.09,UY,clear sky
394,Taitung,22.7583,121.1444,80.69,87,100,2.77,TW,overcast clouds
395,Auki,-8.7676,160.7034,74.21,86,18,4.72,SB,few clouds
396,Alekseyevka,50.6309,38.6903,76.96,49,90,9.89,RU,overcast clouds
397,Naron,43.5167,-8.1528,71.69,96,100,10.92,ES,light rain
398,Krasnoye,49.9145,24.6134,74.55,64,50,3.44,UA,scattered clouds
399,Mandalgovi,45.7625,106.2708,53.62,81,96,25.64,MN,overcast clouds
400,Grand Gaube,-20.0064,57.6608,68.4,68,0,1.99,MU,clear sky
401,Tautira,-17.7333,-149.15,77.02,78,24,10.38,PF,light rain
402,Duku,11.2361,4.9073,81.68,73,97,3.85,NG,overcast clouds
403,Jizan,17.3333,42.6667,92.34,62,56,5.28,SA,broken clouds
404,Sao Joao Da Barra,-21.6403,-41.0511,77.09,66,3,8.59,BR,clear sky
405,Pitimbu,-7.4706,-34.8086,82.99,72,57,16.46,BR,broken clouds
406,Bose,45.4612,8.0137,73.51,84,85,3.2,IT,light rain
407,Pulaski,34.7668,-92.3001,86.0,60,20,5.99,US,few clouds
408,Vestmannaeyjar,63.4427,-20.2734,56.39,88,75,6.91,IS,mist
409,Pacific Grove,36.6177,-121.9166,72.81,85,40,5.01,US,scattered clouds
410,Nadvoitsy,63.8667,34.3167,55.2,90,100,18.07,RU,overcast clouds
411,Alice Springs,-23.7,133.8833,36.95,70,0,2.3,AU,clear sky
412,Muros,42.7762,-9.0603,68.99,91,99,3.0,ES,overcast clouds
413,Nueve De Julio,-35.4444,-60.8831,63.72,38,1,7.43,AR,clear sky
414,Tabou,4.423,-7.3528,78.64,74,79,8.68,CI,broken clouds
415,Batticaloa,7.7102,81.6924,82.99,68,97,2.71,LK,overcast clouds
416,Hay River,60.8156,-115.7999,71.58,68,90,8.05,CA,smoke
417,Yulara,-25.2406,130.9889,40.84,60,0,5.75,AU,clear sky
418,Burns Lake,54.2331,-125.7533,67.42,37,68,3.53,CA,broken clouds
419,Tambo,-14.8,-73.9167,47.23,39,29,8.34,PE,scattered clouds
420,Mehran,33.1222,46.1646,96.28,11,34,7.23,IR,scattered clouds
421,Varfurile,46.3167,22.5167,74.16,55,72,2.3,RO,broken clouds
422,Grindavik,63.8424,-22.4338,59.56,88,75,10.36,IS,broken clouds
423,Gijon,43.5357,-5.6615,71.06,76,100,2.82,ES,overcast clouds
424,Gat,31.61,34.7642,89.4,44,0,8.99,IL,clear sky
425,Atambua,-9.1061,124.8925,69.69,86,42,4.9,ID,scattered clouds
426,Asahi,35.7167,140.65,83.19,89,14,8.16,JP,few clouds
427,Steamboat Springs,40.485,-106.8317,67.93,91,90,5.75,US,overcast clouds
428,Mount Gambier,-37.8333,140.7667,47.46,92,80,10.96,AU,broken clouds
429,Capao Da Canoa,-29.7456,-50.0097,60.62,73,0,8.19,BR,clear sky
430,Newport,51.5877,-2.9984,70.32,60,96,6.26,GB,overcast clouds
431,Kalmunai,7.4167,81.8167,82.53,75,100,2.8,LK,overcast clouds
432,Baykit,61.67,96.37,65.26,74,88,3.31,RU,overcast clouds
433,Kasane,-17.8167,25.15,67.21,27,3,7.16,BW,clear sky
434,Hambantota,6.1241,81.1185,80.28,81,100,19.42,LK,overcast clouds
435,Helong,42.5397,128.9972,65.59,95,83,4.25,CN,broken clouds
436,Katiola,8.1333,-5.1,84.45,59,96,2.68,CI,overcast clouds
437,Sibi,29.5448,67.8764,105.35,20,0,4.56,PK,clear sky
438,Lipari,38.4674,14.954,92.32,59,52,5.97,IT,broken clouds
439,Molochnoye,59.2917,39.6787,63.18,68,56,6.49,RU,light rain
440,Beinamar,8.6698,15.3813,71.67,97,99,4.29,TD,light rain
441,Flin Flon,54.7682,-101.865,76.84,57,75,4.61,CA,smoke
442,Zadar,44.1197,15.2422,86.61,28,0,4.61,HR,clear sky
443,Scarborough,54.2797,-0.4044,71.83,72,29,3.0,GB,scattered clouds
444,Vila Velha,-20.3297,-40.2925,75.15,64,20,10.36,BR,few clouds
445,Yar-Sale,66.8333,70.8333,61.09,82,96,12.06,RU,overcast clouds
446,Whitefish,48.4111,-114.3376,75.11,78,90,0.0,US,smoke
447,Atel,46.15,24.4667,78.01,49,81,2.01,RO,broken clouds
448,Laguna,38.421,-121.4238,95.25,51,1,1.99,US,clear sky
449,Susanville,40.4163,-120.653,82.09,21,1,0.0,US,haze
450,Kushima,31.4583,131.2333,81.12,95,27,5.32,JP,scattered clouds
451,Acapulco,16.8634,-99.8901,87.62,70,1,3.44,MX,clear sky
452,Seymchan,62.8833,152.4333,41.63,72,97,9.13,RU,overcast clouds
453,Chippewa Falls,44.9369,-91.3929,80.78,58,1,5.75,US,haze
454,Cairns,-16.9167,145.7667,67.95,90,90,8.05,AU,overcast clouds
455,Korla,41.7597,86.1469,83.37,21,8,6.4,CN,clear sky
456,High Rock,26.6208,-78.2833,73.42,72,100,10.8,BS,heavy intensity rain
457,Veraval,20.9,70.3667,81.72,85,100,19.86,IN,overcast clouds
458,Santa Rosa,14.3122,121.1114,84.11,80,100,11.97,PH,overcast clouds
459,Nizwa,22.9333,57.5333,98.92,26,55,1.63,OM,broken clouds
460,Buala,-8.145,159.5921,78.4,85,87,5.99,SB,moderate rain
461,Peace River,56.2501,-117.286,73.71,78,90,9.22,CA,overcast clouds
462,Catamarca,-28.4696,-65.7852,77.58,41,2,1.01,AR,clear sky
463,Shahreza,32.0339,51.8794,81.45,17,84,17.29,IR,broken clouds
464,Mazamari,-11.3258,-74.5308,82.51,46,99,1.34,PE,overcast clouds
465,Cockburn Town,21.4612,-71.1419,87.76,62,40,17.27,TC,scattered clouds
466,Virbalis,54.6267,22.8169,63.41,66,53,6.98,LT,broken clouds
467,Havelock,34.8791,-76.9013,79.02,90,100,1.01,US,overcast clouds
468,Westport,41.1415,-73.3579,77.92,69,1,4.0,US,clear sky
469,Eravur,7.7733,81.6095,82.89,64,98,5.64,LK,overcast clouds
470,Beni,0.5,29.4667,67.08,82,100,2.44,CD,light rain
471,Cartagena,10.3997,-75.5144,85.62,66,75,6.91,CO,broken clouds
472,Nabire,-3.3667,135.4833,74.46,96,100,4.94,ID,overcast clouds
473,Colares,38.7992,-9.4469,78.48,58,20,26.46,PT,few clouds
474,Demidov,55.2706,31.515,66.54,57,95,9.01,RU,overcast clouds
475,Olinda,-8.0089,-34.8553,78.53,83,40,14.97,BR,scattered clouds
476,Severnyy,50.677,36.5532,71.64,56,0,6.71,RU,clear sky
477,Sovetskiy,61.3614,63.5842,66.36,66,100,4.68,RU,overcast clouds
478,Pedasi,7.5333,-80.0333,80.31,79,100,9.69,PA,overcast clouds
479,Iracoubo,5.4802,-53.2011,84.83,61,19,6.55,GF,few clouds
480,Zvishavane,-20.3267,30.0665,60.06,46,6,6.87,ZW,clear sky
481,Syava,58.0146,46.3222,67.01,90,74,6.06,RU,broken clouds
482,Coquimbo,-29.9533,-71.3436,59.65,72,44,5.28,CL,scattered clouds
483,Qaqortoq,60.7167,-46.0333,52.3,96,100,2.68,GL,light rain
484,Batagay,67.6333,134.6333,51.4,57,17,4.25,RU,few clouds
485,Bilibino,68.0546,166.4372,28.92,93,75,7.65,RU,broken clouds
486,Kamenka,51.3223,42.7678,71.62,66,77,0.63,RU,light rain
487,Lagoa,39.05,-27.9833,72.79,80,2,8.55,PT,clear sky
488,Mutuipe,-13.2286,-39.5047,82.98,35,5,6.78,BR,clear sky
489,Bagdarin,54.4333,113.6,55.98,93,100,3.15,RU,overcast clouds
490,Pemangkat,1.1667,108.9667,80.06,86,97,5.37,ID,overcast clouds
491,Krasnopillya,50.7746,35.2597,72.19,47,46,9.86,UA,scattered clouds
492,Amurzet,47.6967,131.0981,69.12,96,91,1.66,RU,overcast clouds
493,Pevek,69.7008,170.3133,35.4,86,92,3.58,RU,overcast clouds
494,Balykshi,47.0667,51.8667,91.4,18,0,2.24,KZ,clear sky
495,Bumba,2.1833,22.4667,81.3,52,78,1.21,CD,broken clouds
496,Munsingen,48.4113,9.497,62.69,75,98,10.47,DE,overcast clouds
497,Inta,66.0317,60.1659,62.53,79,63,5.48,RU,broken clouds
498,Yarmouth,41.7057,-70.2286,77.25,76,1,1.99,US,clear sky
499,Tabuk,17.4189,121.4443,77.76,80,100,2.48,PH,overcast clouds
500,Homer,59.6425,-151.5483,61.09,86,1,6.91,US,clear sky
501,Chumikan,54.7183,135.315,51.13,95,100,6.29,RU,overcast clouds
502,Katangli,51.7102,143.2326,51.57,97,100,16.84,RU,overcast clouds
503,Salmon Arm,50.6998,-119.3024,75.24,88,0,2.3,CA,clear sky
504,Waingapu,-9.6567,120.2641,75.11,86,67,7.47,ID,broken clouds
505,Blind River,46.1834,-82.9582,73.65,64,76,8.9,CA,broken clouds
506,Andenes,69.3143,16.1194,51.78,82,75,13.8,NO,light intensity drizzle
507,Ginir,7.1333,40.7,62.28,67,57,9.86,ET,broken clouds
508,Havre-Saint-Pierre,50.2334,-63.5986,61.16,77,90,11.5,CA,overcast clouds
509,Okha,53.5739,142.9478,53.65,90,100,10.96,RU,overcast clouds
510,Mayumba,-3.432,10.6554,75.27,87,89,7.43,GA,overcast clouds
511,Chulman,56.8479,124.9104,56.53,95,98,5.59,RU,overcast clouds
512,Dali,25.7,100.1833,65.16,76,20,0.54,CN,few clouds
513,Briancon,44.9,6.65,66.51,65,93,6.11,FR,overcast clouds
514,Bahia Honda,22.9036,-83.1592,89.26,55,38,4.12,CU,scattered clouds
515,Bharatpur,27.2167,77.4833,81.81,79,96,10.07,IN,overcast clouds
516,San Vicente,-26.6167,-54.1333,69.64,23,0,3.38,AR,clear sky
517,Turukhansk,65.8167,87.9833,58.82,89,87,12.15,RU,overcast clouds
518,Makinsk,52.6292,70.4169,63.03,78,74,4.59,KZ,light rain
519,Sao Jose Da Coroa Grande,-8.8978,-35.1478,77.27,79,31,14.29,BR,scattered clouds
520,Agadir,30.4202,-9.5982,77.45,61,10,6.26,MA,clear sky
521,Talkha,31.0539,31.3779,86.27,44,0,9.75,EG,clear sky
522,Mareeba,-17.0,145.4333,63.32,95,7,1.9,AU,clear sky
523,Nanortalik,60.1432,-45.2371,45.41,91,100,11.1,GL,overcast clouds
524,Tuxpan,19.55,-103.4,76.77,71,80,2.48,MX,broken clouds
525,Najran,17.4924,44.1277,90.25,19,96,8.5,SA,overcast clouds
526,Angoram,-4.0625,144.0661,73.26,99,36,2.39,PG,scattered clouds
527,Puerto Del Rosario,28.5004,-13.8627,76.68,69,20,16.11,ES,few clouds
528,Port Lincoln,-34.7333,135.8667,54.48,75,61,16.06,AU,broken clouds
529,Ufa,54.775,56.0375,83.57,37,82,3.71,RU,broken clouds
530,Sahuaripa,29.05,-109.2333,88.83,48,3,2.24,MX,clear sky
531,Pipri,19.8,75.5333,76.46,80,98,11.32,IN,overcast clouds
532,Saldanha,-33.0117,17.9442,57.18,90,0,7.76,ZA,clear sky
533,Xacmaz,41.4635,48.806,78.87,49,66,4.88,AZ,broken clouds
534,Villa Carlos Paz,-31.4241,-64.4978,74.05,25,18,8.99,AR,few clouds
535,Tashtyp,52.7939,89.8983,58.8,92,69,3.2,RU,broken clouds
536,Ketchikan,55.3422,-131.6461,57.67,94,90,4.61,US,moderate rain
537,Lungi,9.2212,-12.6831,80.4,81,81,5.55,SL,light rain
538,Ballina,-28.8667,153.5667,55.78,53,20,13.11,AU,few clouds
539,Camargo,27.6667,-105.1667,80.22,46,57,8.46,MX,broken clouds
540,Kato Khorion,35.05,25.7833,93.65,34,0,16.11,GR,clear sky
541,Fairbanks,64.8378,-147.7164,71.82,69,1,0.0,US,clear sky
542,Kaseda,31.4167,130.3167,80.85,86,96,10.51,JP,overcast clouds
543,Leo,11.1,-2.1,82.56,66,99,5.57,BF,heavy intensity rain
544,Derzhavinsk,51.1,66.3167,75.92,43,55,6.44,KZ,broken clouds
545,Bourail,-21.5667,165.4833,60.94,88,2,2.84,NC,clear sky
546,Codrington,-38.2667,141.9667,48.47,86,87,12.19,AU,overcast clouds
547,Mariel,22.9875,-82.7536,89.74,60,66,8.12,CU,broken clouds
548,Ampanihy,-24.7,44.75,62.37,73,81,13.89,MG,broken clouds
549,Yatou,37.15,122.3833,73.71,91,28,2.93,CN,scattered clouds
550,Letka,59.6011,49.4232,67.1,91,60,7.14,RU,light rain
551,Beidao,34.5686,105.8933,67.3,80,95,1.72,CN,overcast clouds
552,Pandan,14.0453,124.1694,84.0,73,100,16.31,PH,overcast clouds
553,Beloha,-25.1667,45.05,63.64,69,95,11.5,MG,overcast clouds
554,Hearst,49.6835,-83.6665,61.05,35,76,5.46,CA,broken clouds
555,Xai-Xai,-25.0519,33.6442,65.43,70,1,10.85,MZ,clear sky
556,Blytheville,35.9273,-89.919,83.05,55,1,4.61,US,clear sky
557,Severo-Kurilsk,50.6789,156.125,51.26,86,86,16.93,RU,overcast clouds
558,Beipiao,41.7919,120.7792,67.03,96,83,4.63,CN,broken clouds
559,Kosa,59.9445,54.9977,66.87,95,63,7.96,RU,broken clouds
560,Asosa,10.0667,34.5333,60.58,94,100,2.64,ET,light rain
561,Macau,22.2006,113.5461,84.07,89,40,13.8,MO,scattered clouds
562,Koumac,-20.5667,164.2833,63.95,77,0,3.8,NC,clear sky
563,Simpang,-1.2667,104.0833,75.69,92,46,1.77,ID,scattered clouds
564,Freeport,40.6576,-73.5832,78.12,54,1,3.0,US,clear sky
565,Road Town,18.4167,-64.6167,87.89,70,40,9.22,VG,scattered clouds
566,Biltine,14.5333,20.9167,87.21,52,75,10.18,TD,broken clouds
567,Sisimiut,66.9395,-53.6735,51.37,80,100,10.63,GL,overcast clouds
568,Katobu,-4.9408,122.5276,72.72,94,77,3.89,ID,broken clouds
569,Pakala,13.4667,79.1167,83.34,53,93,10.58,IN,overcast clouds
570,Batemans Bay,-35.7167,150.1833,51.91,53,26,9.6,AU,scattered clouds
571,Loding,67.3,14.75,52.54,91,75,3.0,NO,broken clouds
572,Sao Gotardo,-19.3111,-46.0489,77.63,25,85,1.97,BR,overcast clouds
573,Saint-Pierre,-21.3393,55.4781,67.68,58,0,9.22,RE,clear sky
574,Tombouctou,20.0,-3.0,107.83,17,20,8.57,ML,few clouds
575,Roald,62.5833,6.1333,64.45,58,20,6.91,NO,few clouds
576,Manokwari,-0.8667,134.0833,78.35,81,99,4.07,ID,overcast clouds
577,Vostok,46.4856,135.8833,66.2,97,93,3.89,RU,overcast clouds
578,Kharhial,20.2833,82.7667,77.74,84,100,5.32,IN,overcast clouds
579,Fort Nelson,58.8053,-122.7002,72.99,60,1,6.91,CA,smoke
580,Da Nang,16.0678,108.2208,89.65,55,20,5.75,VN,few clouds
581,Conde,-7.2597,-34.9075,81.86,65,75,14.97,BR,broken clouds
582,Colonia,50.9333,6.95,67.82,85,20,2.3,DE,light rain
583,Lafiagi,8.8667,5.4167,84.67,70,85,4.23,NG,light rain
584,Along,28.1667,94.7667,76.44,97,82,1.72,IN,moderate rain
585,Darovskoy,58.77,47.9564,66.47,95,75,5.35,RU,broken clouds
586,Manacapuru,-3.2997,-60.6206,86.58,51,68,0.22,BR,broken clouds
587,Huarmey,-10.0681,-78.1522,69.26,72,43,7.94,PE,scattered clouds
588,Svetlogorsk,52.6333,29.7333,66.52,51,69,5.39,BY,broken clouds
589,Bereda,43.2686,-7.5406,67.57,92,100,4.43,ES,overcast clouds
590,Hobyo,5.3505,48.5268,78.22,80,60,23.38,SO,broken clouds
591,Carutapera,-1.195,-46.02,89.37,47,68,2.1,BR,broken clouds
592,Salym,60.0625,71.4789,55.85,96,50,5.84,RU,scattered clouds
593,Egvekinot,66.3167,-179.1667,42.46,96,100,8.72,RU,light rain
594,Amahai,-3.3333,128.9167,77.9,87,75,3.27,ID,broken clouds
595,Aracati,-4.5617,-37.7697,88.03,46,63,9.89,BR,broken clouds
596,Krotoszyn,51.6987,17.4374,69.78,60,88,1.41,PL,overcast clouds
597,Sosnovo-Ozerskoye,52.5249,111.5418,49.24,87,93,5.61,RU,overcast clouds
598,Wanganui,-39.9333,175.05,47.59,72,63,21.0,NZ,broken clouds
599,Shenzhen,22.5455,114.0683,84.22,96,59,4.5,CN,moderate rain
600,Gobabis,-22.45,18.9667,64.99,22,2,10.02,NA,clear sky
601,Solnechnyy,50.7214,136.6319,55.17,93,98,4.85,RU,overcast clouds
602,Amuntai,-2.4177,115.2494,74.21,92,89,1.54,ID,overcast clouds
603,Pachino,36.7186,15.0907,93.24,54,14,5.75,IT,few clouds
604,Hirara,24.8,125.2833,81.75,85,100,23.04,JP,overcast clouds
605,Athabasca,54.7169,-113.2854,79.86,45,34,9.28,CA,scattered clouds
606,Aklavik,68.2191,-135.0107,50.0,76,75,5.75,CA,broken clouds
607,Kassiopi,39.7886,19.9186,96.44,28,5,1.01,GR,clear sky
608,Oistins,13.0667,-59.5333,86.09,70,20,13.8,BB,few clouds
609,Kendari,-3.945,122.4989,73.33,94,72,3.06,ID,broken clouds
610,Charters Towers,-20.1,146.2667,60.93,56,29,12.53,AU,scattered clouds
611,Bac Lieu,9.285,105.7244,80.44,83,100,10.45,VN,overcast clouds
612,Fare,-16.7,-151.0167,78.48,76,37,10.33,PF,scattered clouds
613,Zaysan,47.4667,84.8667,71.83,36,1,7.72,KZ,clear sky
614,Soe,-9.8607,124.284,62.42,92,42,4.76,ID,scattered clouds
615,Belmonte,-15.8631,-38.8828,75.7,76,99,6.62,BR,overcast clouds
616,Paamiut,61.994,-49.6678,45.72,91,100,9.35,GL,moderate rain
617,Gigmoto,13.7796,124.39,82.78,80,100,11.48,PH,overcast clouds
618,Nagato,34.3833,131.2,82.31,82,95,14.88,JP,overcast clouds
619,Teahupoo,-17.8333,-149.2667,71.56,77,17,10.51,PF,few clouds
620,Lubao,14.9167,120.55,84.15,87,100,12.48,PH,moderate rain
621,Itarema,-2.9248,-39.9167,87.94,50,56,11.45,BR,broken clouds
622,Wattegama,6.7989,81.4808,80.38,65,100,4.61,LK,overcast clouds
623,Cradock,-32.1642,25.6192,60.75,15,0,7.87,ZA,clear sky
624,Kandrian,-6.2167,149.55,76.1,88,98,3.56,PG,overcast clouds
625,Praya,14.9215,-23.5087,77.54,88,75,12.66,CV,broken clouds
626,Poplar Bluff,36.757,-90.3929,78.69,57,1,6.91,US,clear sky
627,Lebanon,36.2081,-86.2911,84.16,49,75,3.44,US,broken clouds
628,Port Shepstone,-30.7414,30.455,66.67,87,1,18.81,ZA,clear sky
629,Iranshahr,27.2025,60.6848,106.14,10,0,11.5,IR,clear sky
630,Joniskis,56.2403,23.6153,65.32,63,84,4.9,LT,broken clouds
631,Sturgis,41.7992,-85.4192,76.8,22,40,5.75,US,scattered clouds
632,Vila Franca Do Campo,37.7167,-25.4333,81.01,69,49,1.54,PT,scattered clouds
633,Orlik,52.5178,99.825,54.48,64,100,1.59,RU,overcast clouds
634,Acarau,-2.8856,-40.12,87.78,50,46,7.92,BR,scattered clouds
635,Domoni,-12.2569,44.5319,75.29,74,51,7.85,KM,broken clouds
636,Tshikapa,-6.4167,20.8,84.54,19,7,1.3,CD,clear sky
637,Urumqi,43.801,87.6005,77.95,22,0,8.95,CN,clear sky
638,San Felipe,10.3399,-68.7425,87.17,50,75,11.43,VE,broken clouds
639,Shenjiamen,29.9576,122.298,79.93,92,92,17.16,CN,overcast clouds
640,High Level,58.5169,-117.136,69.91,94,75,4.61,CA,smoke
641,Lewiston,44.1003,-70.2148,81.05,52,1,6.91,US,clear sky
642,Andros Town,24.7,-77.7667,89.56,65,100,5.21,BS,overcast clouds
643,Barentin,49.5453,0.9552,66.02,80,80,8.12,FR,broken clouds
644,Pitiquito,30.7,-112.0833,93.18,37,0,1.66,MX,clear sky
645,Vargem Grande Do Sul,-21.8322,-46.8936,74.37,29,5,8.81,BR,clear sky
646,San Martin,-33.081,-68.4681,66.74,22,0,3.36,AR,clear sky
647,Abnub,27.2696,31.1511,99.93,12,1,6.2,EG,clear sky
648,Santa Helena,-2.2311,-45.3,91.85,35,28,3.58,BR,scattered clouds
649,Bani,18.2833,-70.3333,86.86,60,83,13.06,DO,broken clouds
650,Hatillo,18.4863,-66.8254,89.49,81,57,15.23,PR,broken clouds
651,Yakovlevka,44.425,133.4772,71.46,94,99,3.87,RU,overcast clouds
652,Coihaique,-45.5752,-72.0662,47.01,57,0,0.0,CL,clear sky
653,Werda,-25.2667,23.2833,62.8,21,0,8.95,BW,clear sky
654,Tevriz,57.509,72.4042,55.49,98,87,4.38,RU,overcast clouds
655,Inhambane,-23.865,35.3833,64.96,72,12,9.01,MZ,few clouds
656,Atocha,-20.9333,-66.2333,51.67,25,100,9.69,BO,overcast clouds
657,Goroka,-6.0834,145.3873,60.15,98,93,1.21,PG,overcast clouds
658,Jabinyanah,35.035,10.9081,91.2,58,0,13.76,TN,clear sky
659,Merrill,45.1805,-89.6835,74.97,73,1,4.61,US,clear sky
660,Ilhabela,-23.7781,-45.3581,65.73,78,48,8.72,BR,scattered clouds
661,Arkadak,51.9326,43.4978,71.33,80,80,10.74,RU,broken clouds
662,Nizhniy Kuranakh,58.8353,125.4869,60.06,94,100,3.04,RU,overcast clouds
663,Bakchar,57.0186,82.0711,57.02,95,88,1.77,RU,overcast clouds
664,Sumbe,-11.2061,13.8437,72.9,80,5,7.43,AO,clear sky
665,Alanya,36.5438,31.9998,92.48,40,0,3.78,TR,clear sky
